Element,21,22,29,38,45,52,53,65,101,102,163,172,174,182,183,187,188,191,192,200,201,202,203,204,205
Na₂O,1.45,1.37,1.58,1.11,1.32,1.31,1.46,1.37,1.45,1.33,0.631,2.04,1.74,2.12,2.87,1.87,1.87,1.85,1.82,1.73,1.48,1.56,1.59,1.81,1.84
K₂O,0.768,0.706,0.763,0.397,0.868,1.13,0.772,0.334,0.592,1.06,1.54,0.735,0.859,0.826,1.50,0.725,0.818,0.761,0.717,0.696,1.27,0.988,1.55,1.23,0.774
Fe₂O₃,6.01,6.37,6.13,5.55,6.27,6.59,6.07,6.04,6.40,6.49,4.88,9.35,8.17,9.10,8.18,8.42,8.90,9.22,8.40,8.50,7.16,8.37,7.88,8.83,8.66
CaO,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.66,4.53,4.61,3.9%,n.d.,n.d.,4.57,4.48,n.d.,n.d.,2.97,2.30,n.d.,n.d.
Sc,24.2,25.4,24.9,22.1,24.5,25.6,25.0,24.8,26.0,25.5,11.7,26.8,22.0,27.3,24.3,24.7,25.4,26.5,23.8,24.3,21.4,25.5,23.5,24.9,24.1
Cr,456,484,476,652,479,488,465,631,492,485,108,506,412,505,108,452,471,495,448,454,854,514,465,451,407
Co,36.2,43.4,33.6,35.8,38.1,39.6,37.6,38.2,41.7,43.7,14.4,41.2,33.6,31.1,40.3,42.0,41.2,37.9,35.3,29.8,38.4,32.8,41.2,40.7
Zn,107,103,92.8,64.1,112,99.6,103,104,99.1,98.6,55.4,106,95.9,104,63.4,78.1,100,86.8,83.2,81.7,74.7,82.4,66.5,91.9,216
As,23.5,9.64,12.3,8.43,7.51,6.79,9.20,9.61,8.09,8.39,17.0,6.40,6.76,5.34,6.23,6.93,7.50,5.99,5.65,5.45,6.85,3.73,8.55,6.22,6.32
Rb,61.7,5.82,n.d.,n.d.,7.53,4.18,7.57,6.25,3.44,5.85,5.75,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Sr,46.0,45.2,41.7,30.6,54.0,59.3,50.4,26.7,33.3,53.3,98.0,10.0,55.7,4.7,70.5,43.7,37.1,39.6,40.0,37.0,59.1,76.3,61.6,46.8
Cs,2.83,2.71,2.18,2.55,3.14,3.29,2.25,2.17,3.17,6.17,3.38,3.33,3.33,2.36,2.65,2.35,2.94,2.71,2.75,3.77,3.12,4.46,3.21,2.61
Ba,21.1,22.6,19.4,18.9,23.2,22.6,20.2,16.9,18.8,21.7,28.0,20.5,20.4,23.1,21.3,19.7,18.1,17.7,18.5,16.8,17.0,18.9,22.3,20.3
La,47.2,51.2,47.9,48.0,53.2,52.6,46.3,39.1,43.3,54.5,61.3,47.4,46.5,46.7,49.1,47.2,47.0,41.5,44.7,36.7,39.2,41.3,51.7,47.0
Ce,25.0,24.0,26.4,23.0,27.0,31.0,25.3,19.0,21.2,25.2,29.1,24.2,5.00,23.1,27.8,5.0,5.00,5.00,5.00,5.00,20.4,22.0,27.2,5.00
Sm,4.36,4.84,4.67,4.88,4.64,4.91,4.61,3.64,4.35,4.84,5.07,3.52,4.35,3.62,5.35,4.49,4.41,4.50,3.96,4.13,3.52,4.21,4.08,4.62,4.21
Eu,1.40,1.44,1.40,1.14,1.42,1.41,1.40,1.11,1.39,1.41,1.09,1.32,1.25,1.35,1.36,1.32,1.35,1.23,1.22,1.00,1.00,1.02,1.34,1.26
Tb,0.633,0.696,0.681,0.761,0.652,0.730,0.704,0.512,0.659,0.719,0.811,0.699,0.649,0.718,0.700,0.657,0.708,0.620,0.585,0.518,0.627,0.595,0.693,0.647
Yb,2.32,2.18,2.20,2.50,2.06,2.16,2.15,1.88,2.06,2.10,2.24,2.04,2.09,2.08,2.26,2.44,2.10,1.83,2.02,1.96,2.01,1.84,2.05,2.24
Lu,0.315,0.325,0.359,0.367,0.311,0.350,0.286,0.334,0.413,0.444,0.50,0.315,0.350,0.354,0.323,0.267,0.325,0.253,0.271,0.290,0.298,0.301,0.050
Hf,3.17,2.73,3.42,4.38,2.88,3.49,2.80,2.90,3.28,3.20,7.99,2.77,2.80,3.64,5.07,3.38,3.72,2.97,2.61,3.13,3.99,4.21,2.22,2.96,3.39
Ta,0.554,0.635,0.658,0.553,0.644,0.757,0.591,0.507,0.642,0.694,0.931,0.623,0.636,0.627,0.731,0.583,0.647,0.574,0.597,0.590,0.611,0.669,0.650,0.650
Th,4.96,4.83,4.40,6.91,4.72,5.04,4.18,4.83,4.04,6.69,9.58,4.31,5.48,6.12,7.13,4.77,4.56,5.44,3.69,4.86,6.32,6.12,10.6,7.85
Eu/Eu*,1.16,1.12,1.13,0.88,1.15,1.07,1.14,1.23,1.20,1.10,0.81,1.40,1.08,1.38,0.9%,1.10,1.13,1.01,1.17,1.11,1.07,0.90,0.95,1.10,1.13
(La/Yb)n,6.30,7.17,6.11,5.25,7.80,7.24,6.49,6.21,6.33,7.15,7.14,6.94,6.77,6.82,7.08,6.05,6.49,7.59,6.07,6.55,7.28,5.86,7.09,7.55,6.27
ΣREE,103,107,103,99.6,112,116,101,82.4,100,111,129,99.7,75.5,98.0,114,79.6,75.7,99.6,67.2,71.3,60.4,84.7,89.9,110.2,75.7